player,team,week,opponent,points,minutes,goal,assist,cleanSheet,goalsConceded,influence,creativity,threat,iCTIndex
Son,TOT,13,CHE (H) 3-1,8,77,1,0,1,0,38.8,12.9,72,12.4
Son,TOT,14,ARS (A) 4-2,5,78,0,1,0,4,16.8,3.9,43,6.4
Son,TOT,15,SOU (H) 3-1,8,90,1,0,0,1,39.6,26,58,12.4
Son,TOT,16,LEI (A) 0-2,14,73,1,1,1,0,57.4,36.9,31,12.5
Son,TOT,17,BUR (H) 1-0,1,15,0,0,0,0,0,0.2,11,1
Son,TOT,18,EVE (A) 2-6,21,78,2,2,0,2,91.4,27.4,77,19.6
Son,TOT,19,BOU (H) 5-0,13,87,2,0,1,0,68.8,14.6,46,12.9
Son,TOT,20,WOL (H) 1-3,5,90,0,1,0,3,24.4,39.6,22,8.6
Son,TOT,21,CAR (A) 0-3,13,75,1,1,1,0,54.8,17.9,37,11
Son,TOT,22,MUN (H) 0-1,2,90,0,0,0,1,10.8,28.9,39,7.9
Son,TOT,23,FUL (A) 1-2,0,0,0,0,0,0,0,0,0,0
Son,TOT,24,WAT (H) 2-1,9,90,1,0,0,1,40.6,6.2,71,11.8
Son,TOT,25,NEW (H) 1-0,11,88,1,0,1,0,39,21.4,64,12.4
Son,TOT,26,LEI (H) 3-1,6,90,1,0,0,1,34.6,15.3,41,9.1
Son,TOT,27,BUR (A) 2-1,2,87,0,0,0,2,10.2,37.7,9,5.7
Son,TOT,28,CHE (A) 2-0,2,79,0,0,0,1,12.6,7.2,26,4.6
Son,TOT,29,ARS (H) 1-1,2,78,0,0,0,1,0,4.8,15,1.9
Son,TOT,30,SOU (A) 2-1,1,18,0,0,0,2,0.2,1.9,2,0.4
Son,TOT,32.1,LIV (A) 2-1,1,21,0,0,0,1,1.4,10.7,0,1.2
Son,TOT,32.2,CRY (H) 2-0,10,90,1,0,1,0,44.4,29.1,48,12.2
Son,TOT,34,HUD (H) 4-0,4,3,0,1,0,0,17.2,13.3,0,3.1
Son,TOT,35.1,MCI (A) 1-0,2,90,0,0,0,1,11.4,11.8,52,7.5
Son,TOT,35.2,BHA (H) 1-0,3,89,0,0,1,0,6.2,49,45,10
Sane,MCI,1,ARS (A) 0-2,1,3,0,0,0,0,0,11.1,1,1.2
Sane,MCI,2,HUD (H) 6-1,4,14,0,1,0,0,5.6,5.6,57,6.8
Sane,MCI,3,WOL (A) 1-1,1,13,0,0,0,0,3,0.5,0,0.4
Sane,MCI,4,NEW (H) 2-1,0,0,0,0,0,0,0,0,0,0
Sane,MCI,5,FUL (H) 3-0,9,90,1,0,1,0,45.2,43.4,73,16.2
Sane,MCI,6,CAR (A) 0-5,6,90,0,1,1,0,22.4,24.1,23,7
Sane,MCI,7,BHA (H) 2-0,6,70,0,1,1,0,30,37.7,52,12
Sane,MCI,8,LIV (A) 0-0,1,14,0,0,0,0,0,0.7,4,0.5
Sane,MCI,9,BUR (H) 5-0,7,90,1,0,1,0,42.6,28.8,81,15.2
Sane,MCI,10,TOT (A) 0-1,0,0,0,0,0,0,0,0,0,0
Sane,MCI,11,SOU (H) 6-1,14,90,1,2,0,1,54.4,31.9,45,13.1
Sane,MCI,12,MUN (H) 3-1,1,28,0,0,0,0,2.6,13.7,3,1.9
Sane,MCI,13,WHU (A) 0-4,19,90,2,1,1,0,100.8,47.3,100,24.8
Sane,MCI,14,BOU (H) 3-1,5,90,0,1,0,1,33.2,36.8,46,11.6
Sane,MCI,15,WAT (A) 1-2,7,90,1,0,0,1,44.2,32.8,50,12.7
Sane,MCI,16,CHE (A) 2-0,1,52,0,0,0,1,6.2,26.8,32,6.5
Sane,MCI,17,EVE (H) 3-1,10,65,0,2,0,1,38.8,41.7,26,10.7
Sane,MCI,18,CRY (H) 2-3,2,90,0,0,0,3,7.4,49.1,53,11
Sane,MCI,19,LEI (A) 2-1,2,90,0,0,0,2,12.6,16.6,39,6.8
Sane,MCI,20,SOU (A) 1-3,1,6,0,0,0,0,0.4,1.1,0,0.2
Sane,MCI,21,LIV (H) 2-1,10,90,1,0,0,1,43.2,15.1,27,8.5
Sane,MCI,22,WOL (H) 3-0,8,73,0,1,1,0,23.2,32,46,10.1
Sane,MCI,23,HUD (A) 0-3,12,71,1,1,1,0,52.4,17.1,19,8.9
Sane,MCI,24,NEW (A) 2-1,2,72,0,0,0,1,5.2,14.8,28,4.8
Sane,MCI,25.1,ARS (H) 3-1,0,0,0,0,0,0,0,0,0,0
Sane,MCI,25.2,EVE (A) 0-2,1,58,0,0,0,0,6.4,14.9,17,3.8
Sane,MCI,26,CHE (H) 6-0,0,0,0,0,0,0,0,0,0,0
Sane,MCI,28,WHU (H) 1-0,1,56,0,0,0,0,6.8,7.3,6,2
Sane,MCI,29,BOU (A) 0-1,0,0,0,0,0,0,0,0,0,0
Sane,MCI,30,WAT (H) 3-1,1,26,0,0,0,1,0,5.1,18,2.3
Sane,MCI,32.1,FUL (A) 0-2,0,0,0,0,0,0,0,0,0,0
Sane,MCI,32.2,CAR (H) 2-0,8,90,1,0,1,0,51,40.9,66,15.8
Sane,MCI,34,CRY (A) 1-3,5,86,0,1,0,1,28.2,16.9,76,12.1
Sane,MCI,35.1,TOT (H) 1-0,1,24,0,0,0,0,5,14.3,7,2.6
Sane,MCI,35.2,MUN (A) 0-2,6,39,1,0,0,0,38.4,1.3,25,6.5
Eriksen,TOT,1,NEW (A) 1-2,2,90,0,0,0,1,19.2,72.3,12,10.4
Eriksen,TOT,2,FUL (H) 3-1,2,90,0,0,0,1,6.4,22.2,40,6.9
Eriksen,TOT,3,MUN (A) 0-3,6,90,0,1,1,0,0,0,0,0
Eriksen,TOT,4,WAT (A) 2-1,2,90,0,0,0,2,15.2,5.9,25,4.6
Eriksen,TOT,5,LIV (H) 1-2,5,90,0,1,0,2,26.8,41.3,13,8.1
Eriksen,TOT,6,BHA (A) 1-2,2,90,0,0,0,1,10.8,27.8,17,5.6
Eriksen,TOT,7,HUD (A) 0-2,0,0,0,0,0,0,0,0,0,0
Eriksen,TOT,8,CAR (H) 1-0,0,0,0,0,0,0,0,0,0,0
Eriksen,TOT,9,WHU (A) 0-1,1,1,0,0,0,0,0,0,0,0
Eriksen,TOT,10,MCI (H) 0-1,1,9,0,0,0,0,0,0.5,4,0.5
Eriksen,TOT,11,WOL (A) 2-3,1,31,0,0,0,2,4.4,1.2,0,0.6
Eriksen,TOT,12,CRY (A) 0-1,0,0,0,0,0,0,0,0,0,0
Eriksen,TOT,13,CHE (H) 3-1,11,90,0,2,0,1,54.8,89.1,2,14.6
Eriksen,TOT,14,ARS (A) 4-2,5,90,0,1,0,4,24.8,29.8,28,8.3
Eriksen,TOT,15,SOU (H) 3-1,6,78,0,1,1,0,32.4,47.5,16,9.6
Eriksen,TOT,16,LEI (A) 0-2,1,23,0,0,0,0,0.6,0.8,2,0.3
Eriksen,TOT,17,BUR (H) 1-0,7,25,1,0,0,0,39.4,12,17,6.8
Eriksen,TOT,18,EVE (A) 2-6,6,90,1,0,0,2,39.6,3.8,12,5.5
Eriksen,TOT,19,BOU (H) 5-0,13,83,1,1,1,0,58.6,26.9,7,9.3
Eriksen,TOT,20,WOL (H) 1-3,1,90,0,0,0,3,19.8,43.2,29,9.2
Eriksen,TOT,21,CAR (A) 0-3,9,90,1,0,1,0,47.2,33.4,11,9.2
Eriksen,TOT,22,MUN (H) 0-1,2,90,0,0,0,1,21.4,46.5,16,8.4
Eriksen,TOT,23,FUL (A) 1-2,6,90,0,1,0,1,20.6,23.3,41,8.5
Eriksen,TOT,24,WAT (H) 2-1,2,90,0,0,0,1,8.4,15.3,19,4.3
Eriksen,TOT,25,NEW (H) 1-0,3,90,0,0,1,0,33,80.3,84,19.7
Eriksen,TOT,26,LEI (H) 3-1,13,90,1,1,0,1,61.4,26.9,18,10.6
Eriksen,TOT,27,BUR (A) 2-1,2,90,0,0,0,2,12.8,41.1,16,7
Eriksen,TOT,28,CHE (A) 2-0,2,90,0,0,0,2,4,4.7,5,1.4
Eriksen,TOT,29,ARS (H) 1-1,2,90,0,0,0,1,4.6,4.2,35,4.4
Eriksen,TOT,30,SOU (A) 2-1,2,90,0,0,0,2,24.4,58.8,19,10.2
Eriksen,TOT,32.1,LIV (A) 2-1,6,90,0,1,0,2,25.4,60.3,21,10.7
Eriksen,TOT,32.2,CRY (H) 2-0,14,90,1,1,1,0,67.4,69.3,56,19.3
Eriksen,TOT,34,HUD (H) 4-0,6,90,0,1,1,0,34.6,77.3,56,16.8
Eriksen,TOT,35.1,MCI (A) 1-0,2,90,0,0,0,1,11.8,44.8,27,8.4
Eriksen,TOT,35.2,BHA (H) 1-0,7,90,1,0,1,0,42,31,35,10.8
FelipeAnderson,WHU,1,LIV (A) 4-0,2,61,0,0,0,3,15.2,26.8,2,4.4
FelipeAnderson,WHU,2,BOU (H) 1-2,1,90,0,0,0,2,15.4,25.2,4,4.5
FelipeAnderson,WHU,3,ARS (A) 3-1,5,90,0,1,0,3,32.4,38.6,33,10.4
FelipeAnderson,WHU,4,WOL (H) 0-1,2,90,0,0,0,1,14.2,28.8,9,5.2
FelipeAnderson,WHU,5,EVE (A) 1-3,2,90,0,0,0,1,22.2,43.2,7,7.2
FelipeAnderson,WHU,6,CHE (H) 0-0,2,73,0,0,1,0,10.8,11.8,10,3.3
FelipeAnderson,WHU,7,MUN (H) 3-1,10,90,1,0,0,1,57.2,54.1,33,14.4
FelipeAnderson,WHU,8,BHA (A) 1-0,2,90,0,0,0,1,19.6,87.8,7,11.4
FelipeAnderson,WHU,9,TOT (H) 0-1,1,56,0,0,0,1,4.2,3,12,1.9
FelipeAnderson,WHU,10,LEI (A) 1-1,3,80,0,0,1,0,15.4,16.5,19,5.1
FelipeAnderson,WHU,11,BUR (H) 4-2,13,90,2,0,0,2,80.6,29.1,65,17.5
FelipeAnderson,WHU,12,HUD (A) 1-1,9,90,1,0,0,1,36.6,9.3,37,8.3
FelipeAnderson,WHU,13,MCI (H) 0-4,2,67,0,0,0,3,1.4,4.1,0,0.6
FelipeAnderson,WHU,14,NEW (A) 0-3,10,90,1,0,1,0,49.4,19.8,36,10.5
FelipeAnderson,WHU,15,CAR (H) 3-1,2,90,0,0,0,1,14.8,47.3,22,8.4
FelipeAnderson,WHU,16,CRY (H) 3-2,12,83,1,1,0,2,42.8,4.3,42,8.9
FelipeAnderson,WHU,17,FUL (A) 0-2,6,90,0,1,1,0,35,25.6,29,9
FelipeAnderson,WHU,18,WAT (H) 0-2,2,90,0,0,0,2,18.4,42.9,20,8.1
FelipeAnderson,WHU,19,SOU (A) 1-2,15,90,2,0,0,1,89,33.3,63,18.5
FelipeAnderson,WHU,20,BUR (A) 2-0,2,90,0,0,0,2,4.8,32.2,21,5.8
FelipeAnderson,WHU,21,BHA (H) 2-2,2,90,0,0,0,2,11,14.9,37,6.3
FelipeAnderson,WHU,22,ARS (H) 1-0,3,90,0,0,1,0,18.6,56.3,18,9.3
FelipeAnderson,WHU,23,BOU (A) 2-0,2,90,0,0,0,2,11,25.9,10,4.7
FelipeAnderson,WHU,24,WOL (A) 3-0,2,90,0,0,0,3,6.2,5.7,1,1.3
FelipeAnderson,WHU,25,LIV (H) 1-1,8,90,0,1,0,1,37.6,48.8,16,10.2
FelipeAnderson,WHU,26,CRY (A) 1-1,2,90,0,0,0,1,26.2,30.8,4,6.1
FelipeAnderson,WHU,27,FUL (H) 3-1,2,75,0,0,0,1,8.8,40.6,14,6.3
FelipeAnderson,WHU,28,MCI (A) 1-0,2,75,0,0,0,1,0,5.1,0,0.3
FelipeAnderson,WHU,29,NEW (H) 2-0,3,90,0,0,1,0,12.6,11,2,2.6
FelipeAnderson,WHU,30,CAR (A) 2-0,1,45,0,0,0,1,8.4,4.1,0,1.3
FelipeAnderson,WHU,31,HUD (H) 4-3,5,90,0,1,0,3,36,51.6,20,10.8
FelipeAnderson,WHU,32,EVE (H) 0-2,0,0,0,0,0,0,0,0,0,0
FelipeAnderson,WHU,33,CHE (A) 2-0,2,90,0,0,0,2,15.8,25.1,27,6.8
FelipeAnderson,WHU,34,MUN (A) 2-1,8,90,1,0,0,2,40.8,21.9,99,16.2
FelipeAnderson,WHU,35,LEI (H) 2-2,2,90,0,0,0,2,23.8,35.6,14,7.3
Richarlison,EVE,1,WOL (A) 2-2,14,85,2,0,0,2,78.2,5.6,56,14
Richarlison,EVE,2,SOU (H) 2-1,9,85,1,0,0,1,51,24.1,35,11
Richarlison,EVE,3,BOU (A) 2-2,0,40,0,0,0,2,0,5.6,20,2.3
Richarlison,EVE,4,HUD (H) 1-1,0,0,0,0,0,0,0,0,0,0
Richarlison,EVE,5,WHU (H) 1-3,0,0,0,0,0,0,0,0,0,0
Richarlison,EVE,6,ARS (A) 2-0,2,90,0,0,0,2,8.6,1.7,27,3.7
Richarlison,EVE,7,FUL (H) 3-0,3,87,0,0,1,0,18.2,22.8,68,10.9
Richarlison,EVE,8,LEI (A) 1-2,7,90,1,0,0,1,34.4,4,23,6.1
Richarlison,EVE,9,CRY (H) 2-0,3,90,0,0,1,0,5.4,4.6,16,2.6
Richarlison,EVE,10,MUN (A) 2-1,5,90,0,1,0,2,16.2,23.8,15,5.5
Richarlison,EVE,11,BHA (H) 3-1,15,90,2,0,0,1,73.4,15.7,80,16.9
Richarlison,EVE,12,CHE (A) 0-0,3,88,0,0,1,0,0,2.1,12,1.3
Richarlison,EVE,13,CAR (H) 1-0,3,90,0,0,1,0,13,17,40,7
Richarlison,EVE,14,LIV (A) 1-0,2,90,0,0,0,1,8.4,2.2,13,2.4
Richarlison,EVE,15,NEW (H) 1-1,10,90,1,0,0,1,40.4,5.4,131,17.7
Richarlison,EVE,16,WAT (H) 2-2,7,90,1,0,0,2,41.8,13.4,45,10
Richarlison,EVE,17,MCI (A) 3-1,2,90,0,0,0,3,0,1.9,16,1.7
Richarlison,EVE,18,TOT (H) 2-6,5,74,0,1,0,6,14.6,12.2,6,3.3
Richarlison,EVE,19,BUR (A) 1-5,5,23,1,0,0,0,32.4,1,42,7.5
Richarlison,EVE,20,BHA (A) 1-0,2,90,0,0,0,1,9.8,4.9,40,5.5
Richarlison,EVE,21,LEI (H) 0-1,2,90,0,0,0,1,2.8,2.5,50,5.5
Richarlison,EVE,22,BOU (H) 2-0,2,86,0,0,1,0,0,5.1,52,5.2
Richarlison,EVE,23,SOU (A) 2-1,2,64,0,0,0,2,2.8,2.5,2,0.7
Richarlison,EVE,24,HUD (A) 0-1,8,85,1,0,1,0,41.6,4.6,39,8.5
Richarlison,EVE,25,WOL (H) 1-3,2,90,0,0,0,3,16.2,29.1,8,5.3
Richarlison,EVE,25,MCI (H) 0-2,1,17,0,0,0,1,3.2,0.1,0,0.3
Richarlison,EVE,26,WAT (A) 1-0,2,65,0,0,0,1,11.6,1.3,4,1.7
Richarlison,EVE,28,CAR (A) 0-3,3,60,0,0,1,0,1.4,8.7,12,2.2
Richarlison,EVE,29,LIV (H) 0-0,1,31,0,0,0,0,3.4,2.5,27,3.3
Richarlison,EVE,30,NEW (A) 3-2,8,74,1,0,0,1,47.6,12,59,11.9
Richarlison,EVE,31,CHE (H) 2-0,8,90,1,0,1,0,38.2,5,57,10
Richarlison,EVE,32,WHU (A) 0-2,2,89,0,0,1,0,18.6,18.8,32,6.9
Richarlison,EVE,33,ARS (H) 1-0,3,78,0,0,1,0,11.2,32.7,17,6.1
Richarlison,EVE,34,FUL (A) 2-0,1,83,0,0,0,2,5,13.9,26,4.5
Richarlison,EVE,35,MUN (H) 4-0,6,50,1,0,0,0,34.8,1.8,77,11.4
BernardoSilva,MCI,1,ARS (A) 0-2,8,90,1,0,1,0,35.6,6.1,23,6.5
BernardoSilva,MCI,2,HUD (H) 6-1,2,90,0,0,0,1,16.2,36.6,34,8.7
BernardoSilva,MCI,3,WOL (A) 1-1,2,61,0,0,0,1,7.6,9.7,20,3.7
BernardoSilva,MCI,4,NEW (H) 2-1,1,32,0,0,0,0,1.8,2.7,2,0.7
BernardoSilva,MCI,5,FUL (H) 3-0,3,90,0,0,1,0,16.6,61.8,59,13.7
BernardoSilva,MCI,6,CAR (A) 0-5,14,90,1,1,1,0,66.8,50.4,47,16.4
BernardoSilva,MCI,7,BHA (H) 2-0,3,90,0,0,1,0,10.6,42.2,13,6.6
BernardoSilva,MCI,8,LIV (A) 0-0,2,90,0,0,1,0,15,15,2,3.2
BernardoSilva,MCI,9,BUR (H) 5-0,6,57,1,0,0,0,33.6,18.3,29,8.1
BernardoSilva,MCI,10,TOT (A) 0-1,3,90,0,0,1,0,13.8,18.6,46,7.8
BernardoSilva,MCI,11,SOU (H) 6-1,2,90,0,0,0,1,17.8,35.9,44,9.8
BernardoSilva,MCI,12,MUN (H) 3-1,10,90,0,2,0,1,54.4,70.3,11,13.6
BernardoSilva,MCI,13,WHU (A) 0-4,0,0,0,0,0,0,0,0,0,0
BernardoSilva,MCI,14,BOU (H) 3-1,8,86,1,0,0,1,41.8,33.7,29,10.5
BernardoSilva,MCI,15,WAT (A) 1-2,2,90,0,0,0,1,7.4,15.8,35,5.8
BernardoSilva,MCI,16,CHE (A) 2-0,2,90,0,0,0,2,10.4,16.6,11,3.8
BernardoSilva,MCI,17,EVE (H) 3-1,2,90,0,0,0,1,4.4,7.8,2,1.4
BernardoSilva,MCI,18,CRY (H) 2-3,5,90,0,1,0,3,38.4,55.3,64,15.8
BernardoSilva,MCI,19,LEI (A) 2-1,9,82,1,0,0,2,40.8,27.8,21,9
BernardoSilva,MCI,20,SOU (A) 1-3,7,90,0,1,0,1,25.4,19,12,5.6
BernardoSilva,MCI,21,LIV (H) 2-1,4,90,0,1,0,1,32.6,17.3,19,6.9
BernardoSilva,MCI,22,WOL (H) 3-0,3,90,0,0,1,0,14.8,41.1,28,8.4
BernardoSilva,MCI,23,HUD (A) 0-3,1,18,0,0,0,0,3.4,1.8,21,2.6
BernardoSilva,MCI,24,NEW (A) 2-1,1,25,0,0,0,2,3.8,12.7,4,2.1
BernardoSilva,MCI,25.1,ARS (H) 3-1,2,90,0,0,0,1,17.2,48.3,28,9.4
BernardoSilva,MCI,25.2,EVE (A) 0-2,3,90,0,0,1,0,11,16.1,53,8
BernardoSilva,MCI,26,CHE (H) 6-0,3,90,0,0,1,0,20,18.6,4,4.3
BernardoSilva,MCI,28,WHU (H) 1-0,4,33,0,1,0,0,6.4,34.3,22,6.3
BernardoSilva,MCI,29,BOU (A) 0-1,3,90,0,0,1,0,6.6,20.2,54,8.1
BernardoSilva,MCI,30,WAT (H) 3-1,2,90,0,0,0,1,18.2,31.3,23,7.3
BernardoSilva,MCI,32.1,FUL (A) 0-2,14,90,1,1,1,0,64.2,45.8,43,15.3
BernardoSilva,MCI,32.2,CAR (H) 2-0,0,0,0,0,0,0,0,0,0,0
BernardoSilva,MCI,34,CRY (A) 1-3,1,25,0,0,0,1,5,12.7,2,2
BernardoSilva,MCI,35.1,TOT (H) 1-0,3,90,0,0,1,0,37.6,50.2,55,14.3
BernardoSilva,MCI,35.2,MUN (A) 0-2,11,90,1,0,1,0,40.2,10.3,30,8.1
DavidSilva,MCI,1,ARS (A) 0-2,0,0,0,0,0,0,0,0,0,0
DavidSilva,MCI,2,HUD (H) 6-1,9,63,1,0,0,1,51.8,78.1,39,16.9
DavidSilva,MCI,3,WOL (A) 1-1,1,90,0,0,0,1,13.4,39.4,32,8.5
DavidSilva,MCI,4,NEW (H) 2-1,2,89,0,0,0,1,16.8,59.8,93,17
DavidSilva,MCI,5,FUL (H) 3-0,11,90,1,0,1,0,54.2,55.8,51,16.1
DavidSilva,MCI,6,CAR (A) 0-5,0,0,0,0,0,0,0,0,0,0
DavidSilva,MCI,7,BHA (H) 2-0,3,87,0,0,1,0,25,72.5,36,13.4
DavidSilva,MCI,8,LIV (A) 0-0,3,90,0,0,1,0,7.6,25.9,34,6.8
DavidSilva,MCI,9,BUR (H) 5-0,9,74,0,2,1,0,41.6,49.5,66,15.7
DavidSilva,MCI,10,TOT (A) 0-1,3,88,0,0,1,0,21.6,56.3,57,13.5
DavidSilva,MCI,11,SOU (H) 6-1,7,71,1,0,0,1,46.2,30.7,46,12.3
DavidSilva,MCI,12,MUN (H) 3-1,9,90,1,0,0,1,47.6,39.4,33,12
DavidSilva,MCI,13,WHU (A) 0-4,9,90,1,0,1,0,43.2,15.2,59,11.7
DavidSilva,MCI,14,BOU (H) 3-1,1,13,0,0,0,0,1.4,5.1,0,0.7
DavidSilva,MCI,15,WAT (A) 1-2,3,72,0,0,1,0,7.2,27,9,4.3
DavidSilva,MCI,16,CHE (A) 2-0,2,67,0,0,0,1,0.4,17.1,10,2.8
DavidSilva,MCI,17,EVE (H) 3-1,0,0,0,0,0,0,0,0,0,0
DavidSilva,MCI,18,CRY (H) 2-3,0,0,0,0,0,0,0,0,0,0
DavidSilva,MCI,19,LEI (A) 2-1,1,20,0,0,0,1,3.8,2.2,18,2.4
DavidSilva,MCI,20,SOU (A) 1-3,10,90,1,0,0,1,53.4,56.2,36,14.6
DavidSilva,MCI,21,LIV (H) 2-1,2,64,0,0,0,1,0,2.7,24,2.5
DavidSilva,MCI,22,WOL (H) 3-0,3,61,0,0,1,0,13,42.6,15,7.1
DavidSilva,MCI,23,HUD (A) 0-3,1,31,0,0,0,0,7.4,14.3,2,2.4
DavidSilva,MCI,24,NEW (A) 2-1,5,90,0,1,0,2,32.8,34.1,81,14.8
DavidSilva,MCI,25.1,ARS (H) 3-1,2,90,0,0,0,1,18.6,38.7,41,9.8
DavidSilva,MCI,25.2,EVE (A) 0-2,6,88,0,1,1,0,25.6,21.8,48,9.5
DavidSilva,MCI,26,CHE (H) 6-0,1,15,0,0,0,0,2,1.1,0,0.3
DavidSilva,MCI,28,WHU (H) 1-0,3,90,0,0,1,0,8.4,40.9,59,10.8
DavidSilva,MCI,29,BOU (A) 0-1,7,90,0,1,1,0,37,61.5,22,12.1
DavidSilva,MCI,30,WAT (H) 3-1,6,90,0,1,0,1,32,49.5,35,11.7
DavidSilva,MCI,32.1,FUL (A) 0-2,3,90,0,0,1,0,13.6,37.8,25,7.6
DavidSilva,MCI,32.2,CAR (H) 2-0,0,0,0,0,0,0,0,0,0,0
DavidSilva,MCI,34,CRY (A) 1-3,3,64,0,0,1,0,10.8,50.8,24,8.6
DavidSilva,MCI,35.1,TOT (H) 1-0,1,5,0,0,0,0,0,0.2,0,0
DavidSilva,MCI,35.2,MUN (A) 0-2,3,90,0,0,1,0,24.8,53.3,22,10
Maddison,LEI,1,MUN (A) 2-1,2,62,0,0,0,1,8.2,13.8,29,5.1
Maddison,LEI,2,WOL (H) 2-0,9,81,1,0,1,0,41.4,4.8,9,5.5
Maddison,LEI,3,SOU (A) 1-2,2,77,0,0,0,1,9.6,21.1,4,3.5
Maddison,LEI,4,LIV (H) 1-2,5,82,0,1,0,2,23.8,39.4,46,10.9
Maddison,LEI,5,BOU (A) 4-2,8,90,1,0,0,4,57.8,40.7,51,15
Maddison,LEI,6,HUD (H) 3-1,8,84,1,0,0,1,43,31.9,8,8.3
Maddison,LEI,7,NEW (A) 0-2,6,84,0,1,1,0,34.6,80.5,8,12.3
Maddison,LEI,8,EVE (H) 1-2,2,79,0,0,0,2,3.2,10.1,11,2.4
Maddison,LEI,9,ARS (A) 3-1,2,74,0,0,0,3,9.2,41.8,3,5.4
Maddison,LEI,10,WHU (H) 1-1,2,90,0,0,0,1,18.2,60.5,24,10.3
Maddison,LEI,11,CAR (A) 0-1,3,81,0,0,1,0,12.6,61.2,27,10.1
Maddison,LEI,12,BUR (H) 0-0,0,0,0,0,0,0,0,0,0,0
Maddison,LEI,13,BHA (A) 1-1,0,27,0,0,0,1,0,2.6,0,0
Maddison,LEI,14,WAT (H) 2-0,8,90,1,0,1,0,43.6,17.5,24,8.5
Maddison,LEI,15,FUL (A) 1-1,10,90,1,0,0,1,51,66.8,38,15.6
Maddison,LEI,16,TOT (H) 0-2,2,90,0,0,0,2,15.2,43,13,7.1
Maddison,LEI,17,CRY (A) 1-0,1,45,0,0,0,1,3.8,16.2,0,2
Maddison,LEI,18,CHE (A) 0-1,6,81,0,1,1,0,31.2,55.2,12,9.8
Maddison,LEI,19,MCI (H) 2-1,2,77,0,0,0,1,5,15.9,24,4.5
Maddison,LEI,20,CAR (H) 0-1,0,90,0,0,0,1,30,48.2,35,11.3
Maddison,LEI,21,EVE (A) 0-1,0,0,0,0,0,0,0,0,0,0
Maddison,LEI,22,SOU (H) 1-2,1,90,0,0,0,2,23,105.1,30,15.8
Maddison,LEI,23,WOL (A) 4-3,4,17,0,1,0,1,20.4,15.8,7,4.3
Maddison,LEI,24,LIV (A) 1-1,2,74,0,0,0,1,0.2,5.3,13,1.9
Maddison,LEI,25,MUN (H) 0-1,2,61,0,0,0,1,14.2,51.8,43,10.9
Maddison,LEI,26,TOT (A) 3-1,2,90,0,0,0,3,19.4,114.4,8,14.2
Maddison,LEI,27,CRY (H) 1-4,2,90,0,0,0,4,23.6,79.8,55,15.8
Maddison,LEI,28,BHA (H) 2-1,6,90,0,1,0,1,36,63.8,6,10.6
Maddison,LEI,29,WAT (A) 2-1,2,90,0,0,0,2,11.8,58,16,8.6
Maddison,LEI,30,FUL (H) 3-1,6,80,0,1,0,1,26.2,53.4,2,8.2
Maddison,LEI,31,BUR (A) 1-2,9,63,1,0,0,1,45.6,40.8,20,10.6
Maddison,LEI,32,BOU (H) 2-0,3,90,0,0,1,0,11.6,64.7,29,10.5
Maddison,LEI,33,HUD (A) 1-4,7,90,1,0,0,1,59,52.5,60,17.2
Maddison,LEI,34,NEW (H) 0-1,2,90,0,0,0,1,10.6,29,7,4.7
Maddison,LEI,35,WHU (A) 2-2,2,90,0,0,0,2,16.2,22.6,42,8.1
LucasMoura,TOT,1,NEW (A) 1-2,2,67,0,0,0,1,5,3.2,20,2.8
LucasMoura,TOT,2,FUL (H) 3-1,7,90,1,0,0,1,42.6,11.1,32,8.6
LucasMoura,TOT,3,MUN (A) 0-3,15,90,2,0,1,0,0,0,0,0
LucasMoura,TOT,4,WAT (A) 2-1,5,90,0,1,0,2,10.2,25.3,13,4.9
LucasMoura,TOT,5,LIV (H) 1-2,2,90,0,0,0,2,8,15.1,4,2.7
LucasMoura,TOT,6,BHA (A) 1-2,3,77,0,0,1,0,2.8,15.9,24,4.3
LucasMoura,TOT,7,HUD (A) 0-2,3,90,0,0,1,0,13.4,6,47,6.6
LucasMoura,TOT,8,CAR (H) 1-0,3,90,0,0,1,0,10.6,36.2,64,11.1
LucasMoura,TOT,9,WHU (A) 0-1,3,90,0,0,1,0,22.2,44.9,8,7.5
LucasMoura,TOT,10,MCI (H) 0-1,1,80,0,0,0,1,2.8,6.3,0,0.9
LucasMoura,TOT,11,WOL (A) 2-3,9,78,1,0,0,2,53,50.9,39,14.3
LucasMoura,TOT,12,CRY (A) 0-1,3,70,0,0,1,0,6.2,4.6,7,1.8
LucasMoura,TOT,13,CHE (H) 3-1,0,0,0,0,0,0,0,0,0,0
LucasMoura,TOT,14,ARS (A) 4-2,1,11,0,0,0,0,0,0.1,4,0.3
LucasMoura,TOT,15,SOU (H) 3-1,8,73,1,0,1,0,32.8,4.2,41,7.8
LucasMoura,TOT,16,LEI (A) 0-2,3,66,0,0,1,0,3.6,4.4,6,1.4
LucasMoura,TOT,17,BUR (H) 1-0,3,64,0,0,1,0,0,4.3,16,1.9
LucasMoura,TOT,18,EVE (A) 2-6,1,7,0,0,0,0,8.4,10.5,0,1.9
LucasMoura,TOT,19,BOU (H) 5-0,11,90,1,1,1,0,49.4,6,26,8.1
LucasMoura,TOT,20,WOL (H) 1-3,1,22,0,0,0,3,1.6,0.8,4,0.6
LucasMoura,TOT,21,CAR (A) 0-3,0,0,0,0,0,0,0,0,0,0
