_id,IncidentNum,ReportedDateTime,Location,WeaponUsed,RoughX,RoughY
231455,123520011,12/16/2012 22:06,4335 N 47TH ST,HANDG,2541586.363,405840.547
232229,123450009,12/10/2012 7:58,3924 W FOND DU LAC AV,HANDG,2544332.543,399947.53
232505,123420111,12/7/2012 17:51,2826 N 15TH ST,HANDG,2552759.892,396664.465
232816,123400007,12/5/2012 0:17,10215 W FOND DU LAC AV #130,HANDG,2523669.031,420953.653
234210,123290006,11/23/2012 23:51,1800 S 32ND ST,HANDG,2547198.887,375717.349
234404,123270029,11/22/2012 3:05,4057 N MONTREAL ST,HANDG,2545342.638,403885.339
234414,123270022,11/22/2012 1:13,2147 S 14TH ST #A,GUN/RIFLE,2553753.652,373699.262
234450,123260131,11/21/2012 18:41,2919 W VLIET ST,KITUT/KNIFE,2547939.189,388930.848
235302,123200027,11/15/2012 3:53,2480 W CAPITOL DR #3,KNIFE/TOOLS,2549298.443,403936.193
235895,123150160,11/10/2012 6:33,3837 N 21ST ST,GUN,2550713.318,402627.083
235905,123140156,11/10/2012 2:40,5654 N 35TH ST,GUN/HANDG,2545644.461,414575.327
235920,123150024,11/10/2012 1:20,7114 W MILL RD,HANDG,2533838.883,419734.437
236029,123150004,11/9/2012 0:23,5261 N SHERMAN BL,HANDG,2542996.808,411888.492
236605,123090034,11/4/2012 10:47,625 S 5TH ST,,2557018.531,380640.219
236793,123070125,11/2/2012 20:18,2400 N 53RD ST,GUN,2539831.081,393772.868
236895,123070003,11/1/2012 22:12,500 W MAPLE ST,KNIFE,2557157.954,375443.677
237684,123000106,10/26/2012 13:59,2842 N 52ND ST,,2540105.054,396444.209
238562,122940024,10/20/2012 2:02,133 W RANDOLPH ST,HANDG,2558114.693,401058.388
238577,122940011,10/19/2012 23:45,3115 W FOND DU LAC AV,HANDG,2547012.559,397259.367
238627,122930147,10/19/2012 17:11,2839-A S 14TH ST,HANDS,2553774.891,369082.778
239318,122880011,10/14/2012 11:00,7766 W HEATHER AV,HANDG,2531786.123,433903.621
239971,122820042,10/8/2012 12:29,2459 S 15TH PL,,2553058.084,371661.201
240558,122760156,10/2/2012 20:15,1412 W BECHER ST,,2553753.652,373699.262
240658,122750121,10/2/2012 1:40,2719 N 23RD ST,,2550122.301,395976.877
240659,122760011,10/2/2012 1:10,3264 S 27TH ST,GUN,2548963.477,366355.88
240890,122740023,9/30/2012 1:43,7414 W VILLARD AV,,2533086.2,411741.921
240891,122730177,9/30/2012 1:30,936 W ATKINSON AV,,2555029.366,401782.864
241943,122660024,9/22/2012 1:28,1947 N 32ND ST,,2546814.995,391250.109
242574,122610001,9/17/2012 1:39,2825 N 21ST ST,,2550774.671,396648.698
243574,122530024,9/9/2012 11:00,2646 S 15TH ST,HANDG,2553398.884,370257.423
244336,122460160,9/2/2012 21:26,802 E NORTH AV (RESEVOIR PARK),,2560963.813,393175.304
244665,122440039,8/31/2012 6:49,2865 N 36TH ST,HANDG,2545461.382,396549.126
245072,122400198,8/28/2012 2:43,2207 N 47TH ST,HANDG,2541857.317,392646.67
245544,122370199,8/24/2012 19:41,2555 N 50TH ST,,2540790.536,394454.145
245787,122360023,8/23/2012 3:37,1711 S LAYTON BL,GUN,2548834.806,375774.603
246405,122310077,8/18/2012 10:22,2328 W KEEFE AV,HANDG/GUN,2550022.212,401294.994
246772,122280178,8/15/2012 21:10,3821 W LOCUST ST,HANDG,2544814.825,397199.382
247013,122270024,8/14/2012 3:51,2820 W WELLS ST,GUN,2548286.69,385881.602
247417,122240038,8/11/2012 4:56,3384 N 37TH ST,HANDG,2545095.256,399968.689
247418,122240099,8/11/2012 4:56,3384 N 37TH ST,GUN,2545095.256,399968.689
247830,122210020,8/8/2012 1:35,2337 N 10TH ST,HANDG,2554756.019,393364.074
248535,122150155,8/2/2012 18:03,7878 N 86TH ST,,2529020.21,428937.211
248927,122130014,7/30/2012 23:07,11101 W HAMPTON AV #2,HANDG,2520611.484,408746.872
249733,110650003,7/25/2012 2:00,4414 W EGGERT PL,VEHIC,2543001.807,411498.497
250351,122030028,7/21/2012 0:43,2301 W ORCHARD ST,,2550306.244,377082.406
250685,122000012,7/18/2012 12:05,1731 W ATKINSON AV,HANDG,2552374.831,403276.581
250882,121990013,7/17/2012 0:10,5246 N 69TH ST,HANDG,2534733.326,412102.26
250925,121980161,7/16/2012 17:43,616 W RING ST,,2556079.801,399685.752
251761,121930019,7/11/2012 0:08,2734 N 34TH ST,,2546103.573,395901.574
251994,121910001,7/9/2012 10:38,1817 N 14TH ST,HANDG,2553057.578,391265.753
252182,121900019,7/8/2012 1:42,2102 W WRIGHT ST,HANDG,2550802.264,394645.895
252264,121890123,7/7/2012 13:40,5475 N HOPKINS ST,KNIFE,2543398.836,413230.922
253129,121820113,6/30/2012 23:24,4369 N 26TH ST,,2548630.679,406347.347
253238,121820016,6/30/2012 1:40,518 E CENTER ST,HANDG,2559716.645,396089.343
254085,121750085,6/23/2012 12:20,2215 N 39TH ST,,2544560.75,392706.425
256542,121560110,6/4/2012 13:10,3005 N 8TH ST,GUN,2555365.278,398015.44
257049,121520049,5/31/2012 14:16,1905 W ARROW ST,GUN/HANDG,2551610.582,376987.218
257222,121510068,5/30/2012 9:17,2177 N 40TH ST,,2544255.497,392054.037
258823,121390005,5/18/2012 5:29,3078 N 26TH ST,,2548772.644,397962.158
259550,121330023,5/12/2012 2:03,1800 W GREENFIELD AV,,2552092.25,377503.414
261196,121200017,4/29/2012 3:43,4730 W WRIGHT ST,,2541803.936,394473.154
261286,121190081,4/28/2012 10:18,3210 W WELLS ST #218,,2546848.457,385852.899
261782,121150140,4/24/2012 18:10,530 W ORCHARD ST,HANDG/GUN,2557100.264,377266.81
262348,121110094,4/20/2012 13:22,2512 W ROGERS ST,ASPHY/KNIFE,2549601.954,374350.011
262651,121090017,4/18/2012 2:25,2320 N 48TH ST,GUN,2541475.262,393270.698
262952,121060096,4/15/2012 20:36,3154 N JULIA ST,HANDS,2556929.833,398683.85
263567,121020022,4/11/2012 5:24,2345 S 19TH ST,KNIFE,2551806.427,372377.121
264449,120950023,4/4/2012 0:15,8713 W MILL RD,,2528621.473,419607.833
264461,120950025,4/3/2012 22:21,2762 16TH ST,KNIFE,2552248.447,395992.896
264462,120950025,4/3/2012 22:21,2762 16TH ST,KNIFE,2552803.495,369717.295
266405,120790019,3/19/2012 0:54,541 W RING ST,HANDG,2556528.704,399689.006
266471,120780114,3/18/2012 13:59,3552 N 7TH ST,GUN/HANDG,2555704.828,401595.088
266533,120780022,3/18/2012 1:35,701 W VLIET ST,GUN,2555912.455,389063.32
268200,120620129,3/3/2012 2:06,2315 W SCOTT ST,GUN,2550281.184,378209.04
268888,120550106,2/24/2012 17:35,4560 N 40TH ST,GUN,2544076.968,407170.56
270207,120420007,2/10/2012 21:46,2300 W CHERRY ST,,2550209.47,389482.031
270224,120410103,2/10/2012 17:17,6415 W MT VERNON AV,HANDS,2536804.93,383281.778
270236,120410030,2/10/2012 15:00,2754 S 12TH ST(ALLEY),GUN,2554464.26,369727.35
270433,120390065,2/8/2012 13:38,5950 N 76TH ST,HANDG,2532316.731,416763.161
270472,120390013,2/8/2012 2:16,4910 N 49TH ST,HANDG,2541050.015,409504.199
270900,120340098,2/3/2012 17:15,3809 N 26TH ST,,2548723.844,402625.775
271473,120290065,1/29/2012 11:00,1017 W KEEFE AV,,2554700.076,401126.441
272860,120150114,1/15/2012 19:42,2800 W WRIGHT ST #310,HANDG,2548151.741,394614.907
274094,120050013,1/4/2012 23:04,8110 W VILLARD AV,GUN,2530883.71,411702.439
274141,120040137,1/4/2012 15:01,3925 N 13TH ST,,2553699.608,403289.048
274330,120030041,1/3/2012 7:19,2826 S 13TH ST (REAR),KNIFE/BOARD,2554141.81,369032.247
274450,120020012,1/2/2012 2:10,3830 N 24TH PL,,2549312.002,402626.161
274499,120010061,1/1/2012 12:38,3385 N 29TH ST,HANDG,2547751.485,400039.029
276466,113500015,12/16/2011 1:34,3208 N 53RD ST #ALLEY,HANDG,2539763.287,399101.505
276739,113480008,12/13/2011 22:50,7210 N 76TH ST #REAR,HANDG,2532271.816,425032.229
276761,113470166,12/13/2011 19:01,4538 W LISBON AV,HANDG,2542395.985,392656.779
277736,113390190,12/5/2011 21:11,4447 N 50TH ST,HANDG,2540642.066,406454.973
278329,113340120,11/30/2011 20:10,3616 W VLIET ST,HANDG,2545574.124,388901.787
278577,113330011,11/29/2011 1:45,5004 N 39TH ST,HANDS,2544343.209,410577.7
279094,113280099,11/24/2011 20:20,4946 N 55TH ST,KNIFE,2539070.832,409136.58
279256,113270010,11/23/2011 4:25,4822 W MEINECKE AV,HANDG,2541467.444,393807.152
279266,113260169,11/22/2011 23:08,3727 W HILDA PL,GUN/HANDG,2545506.163,378655.176
279426,113250141,11/21/2011 17:32,2225-B N HUBBARD ST,,2558981.805,392998.417
279823,113220116,11/18/2011 18:26,2355 N 15TH ST,KNIFE,2552797.543,393340.837
280166,113190150,11/15/2011 17:43,3244 N 9TH ST,GUN/HANDG,2555044.067,398664.129
280318,113180175,11/14/2011 18:09,3033 N HOLTON ST,,2559681.292,398077.216
280380,113180071,11/14/2011 10:25,2731 N PALMER ST,HANDG,2558573.659,396070.752
282545,113010083,10/28/2011 11:16,3211 W BURLEIGH ST,,2546930.868,398588.092
283907,112910095,10/18/2011 11:31,3001 W WISCONSIN AV #127,,2547632.704,385300.839
284096,112900001,10/17/2011 5:25,2360 W BECHER ST,RIFLE,2550371.613,373684.148
284119,112890119,10/16/2011 21:08,2422 N 23RD ST #ALLEY,HANDG,2550131.109,394035.137
285011,112830019,10/10/2011 4:49,9001 N 75TH ST #205,,2532835.351,437243.245
285441,112790067,10/6/2011 18:08,1627 S 7TH ST #C,,2556325.983,376553.026
286065,112740084,10/1/2011 12:36,2726 N 21ST ST,GUN,2550782.883,395983.063
286571,112700120,9/27/2011 15:57,1505 N 39TH ST,SHTGN,2544740.326,389392.199
286750,112690078,9/26/2011 12:24,3252 N PALMER ST,,2558688.306,399729.816
286809,112690001,9/25/2011 21:35,3620 W KILBOURN AV #27,,2545953.343,386331.219
286838,112680137,9/25/2011 18:09,6532 W VILLARD AV,,2536050.678,411774.593
288008,112600041,9/17/2011 0:04,2355 N 44TH ST,FIREARM,2542791.921,393164.688
288498,112560036,9/13/2011 5:45,6108 W MEDFORD AV #1,HANDS,2537336.653,406576.527
288674,112540193,9/11/2011 22:02,4684 N 54TH ST,GUN,2539262.727,407620.583
290069,112440007,9/1/2011 4:55,123 W MITCHELL ST,,2558699.488,375942.307
291244,112360012,8/23/2011 23:45,3700 N 13TH ST,HANDG/GUN,2553705.163,402185.461
291315,112350149,8/23/2011 14:59,2435 N 18TH ST,GUN,2551802.653,393987.725
291537,112340015,8/22/2011 0:19,2857 N FRATNEY ST,,2560694.808,396770.906
291763,112320025,8/20/2011 3:12,2115 N 26TH ST,GUN/HANDG,2548848.132,392281.774
292971,112230113,8/11/2011 11:16,4120 W CONGRESS ST,BLUNT/HANDS,2543771.677,406379.92
293505,112190047,8/7/2011 15:58,3711 W LISBON AV,HANDG,2545229.412,391145.077
294113,112150019,8/3/2011 0:44,3331 N 9TH ST,HANDG,2555035.118,400133.132
294120,112150003,8/2/2011 23:32,3210 N 15TH ST,GUN/HANDG,2553069.553,398643.672
294534,112120003,7/30/2011 23:26,3839 N HUMBOLDT BL 304,KNIFE,2561638.938,402956.191
295111,112070204,7/26/2011 21:48,101 W WISCONSIN AV,NONE/HANDS,2558594.402,385560.44
295862,112030034,7/22/2011 1:21,2454 N 18TH ST,HANDG,2551802.653,393987.725
296100,112010130,7/20/2011 12:56,2851 N 24TH PL,HANDG,2549449.856,396635.157
296193,112010008,7/19/2011 23:31,3523 N 23RD ST,GUN,2550022.212,401294.994
296676,111980033,7/17/2011 2:15,1816 W KERNEY PL,GUN,2552228.768,371350.722
297087,111950088,7/14/2011 9:29,1435 W SCOTT ST,,2553748.859,378292.921
297155,111940178,7/13/2011 18:33,5573 N 34TH ST,HANDG,2545973.928,413942.263
297438,111920216,7/11/2011 22:05,3539 N 10TH ST,HANDG/GUN,2554699.038,401306.394
297721,111910027,7/10/2011 2:11,1305 W MADISON ST #6,HANDG,2554074.259,377920.104
299264,111800111,6/29/2011 13:37,7320 W BURDICK AV,KNIFE,2534150.777,365133.666
299602,111780016,6/26/2011 23:55,4938 W HAMPTON AV,GUN,2540938.236,409170.462
300758,111690014,6/17/2011 23:08,1734 W MINERAL ST,HANDG,2552391.885,379015.534
300956,111670074,6/16/2011 11:00,2818 W MEINECKE AV,KNIFE,2548159.867,393961.223
301884,111600049,6/9/2011 7:58,1100 W FIEBRANTZ AV,HANDS,2554357.107,404630.333
303297,111490039,5/29/2011 19:12,2745 N 38TH ST,,2544834.204,395869.707
303324,111490099,5/29/2011 12:57,2016 N 37TH ST,BLUNT,2545218.566,391705.764
303367,111490111,5/29/2011 7:34,2371 N 15TH ST,HANDG,2552797.543,393340.837
303413,111480169,5/28/2011 21:41,1242 S 21ST ST,BLUNT,2551021.465,378229.688
303768,111460007,5/26/2011 0:10,2950 N 27TH ST,GUN/SHTGN,2548449.602,397297.799
304027,111440018,5/24/2011 0:50,1504 E NORTH AV,GUN,2563418.396,393505.418
304114,111430015,5/23/2011 12:50,2460 N 49TH ST,,2541136.294,393801.563
304983,111360176,5/16/2011 21:39,1531 S 23RD ST,GUN,2550306.244,377082.406
306171,111270019,5/7/2011 12:50,2360 N 15TH ST,GUN,2552797.543,393340.837
306634,111230012,5/4/2011 2:20,3801 W FOND DU LAC AV,,2544783.135,399493.518
306756,111220195,5/2/2011 21:47,9000 W FOND DU LAC AV,SHTGN,2527745.097,416852.094
307290,111180086,4/28/2011 16:55,5175 N 47TH ST,DRUGS,2541683.722,411467.83
307429,111170083,4/27/2011 15:12,2500 W MITCHELL ST,HANDG,2549585.684,375781.461
307550,111160182,4/26/2011 15:58,5720 N 38TH ST,HANDG,2544662.211,415382.688
307864,111140047,4/24/2011 11:18,4627 N 27TH ST,BLUNT,2548339.374,408143.235
308190,111120174,4/22/2011 0:20,3211 N 11TH ST,HANDG,2554383.097,398655.427
308441,111090169,4/19/2011 20:25,6038 N 63RD ST,,2536720.373,417097.678
309255,111020205,4/13/2011 2:21,5001 N 53RD ST,GUN,2539709.821,410493.491
309557,111000153,4/10/2011 18:13,1601 N 25TH ST,,2549251.159,389969.168
310063,110970022,4/7/2011 0:01,1337 W LOCUST ST,,2553740.047,397300.993
310654,110920119,4/2/2011 0:10,950 N 12TH ST,,2554108.128,386505.052
311485,110850011,3/25/2011 21:26,516-B W MAPLE ST,,2557157.954,375443.677
312226,110780158,3/19/2011 22:01,3253 N 26TH ST,HANDG,2548760.672,399280.95
312246,110780105,3/19/2011 16:18,4339 N 27TH ST,,2548362.911,405894.029
312338,110770171,3/18/2011 20:32,4700 W ROHR AV,HANDG,2541663.733,412531.981
312716,110740167,3/15/2011 19:43,3303 N HOLTON ST,HANDG,2559667.661,400065.686
313476,110680008,3/8/2011 22:39,514 E POTTER AV,GUN,2560833.724,369915.618
313642,110660160,3/7/2011 15:16,1918 W GALENA ST,HANDG,2551528.189,390002.15
313724,110650121,3/6/2011 19:58,2100-A W BURNHAM ST,UNKNO,2551328.583,375023.358
316383,110380047,2/7/2011 6:01,2910 N 28TH ST,KNIFE,2548115.942,397288.79
316493,110370011,2/6/2011 2:10,4416 N 27TH ST,HANDS/HANDG,2548356.386,406789.647
317959,110210032,1/21/2011 7:13,3929 N 28TH ST,KNIFE,2548046.783,403092.555
317964,110210009,1/21/2011 1:41,9089 N 75TH ST #212,HANDS,2532835.351,437243.245
319298,110080037,1/8/2011 8:56,2822 N 50TH ST,UNKNO,2540765.508,396454.197
320270,103650020,12/31/2010 0:39,4400 S 27TH ST #104,,2549062.429,358393.231
323174,103390134,12/5/2010 5:45,2421 W HAMPTON AV,,2549662.726,409308.027
323543,103350151,12/1/2010 19:52,4061 N 44TH ST,GUN,2542628.326,403805.157
324162,103310084,11/27/2010 12:58,1517 S UNION ST,OTHER,2552191.863,377269.521
324183,103310006,11/27/2010 10:20,3504 W SARNOW ST,,2545875.184,390332.855
324430,103280178,11/24/2010 22:20,3720 N 41ST ST,KNIFE,2543811.176,401832.004
324963,103250030,11/21/2010 2:35,3523 W VILLARD AV,,2545658.143,411937.551
326177,103150129,11/11/2010 23:50,3324 N 24TH PL,GUN,2549411.229,400057.929
326226,103150111,11/11/2010 16:22,2036 N 41ST ST,,2543946.21,391677.474
326638,103120103,11/8/2010 13:21,1681 S CESAR E CHAVEZ DR,HANDS,2552799.033,376198.58
326653,103120065,11/8/2010 12:05,3420 W HADLEY ST,HANDS,2546095.119,396565.169
327322,103070016,11/3/2010 1:55,3118 N 54TH ST,,2539464.304,398434.491
327323,103070018,11/3/2010 1:54,1114 S 21ST ST,GUN,2551004.419,378971.648
327438,103060018,11/2/2010 3:52,3172 N 30TH ST,KNIFE,2547439.031,398602.092
327676,103040094,10/31/2010 12:04,3227 W MICHIGAN ST,HANDG,2546973.024,384846.749
327704,103040040,10/31/2010 3:44,1222 W NATIONAL AV #6,HANDS,2554390.706,379810.156
329943,102860128,10/13/2010 20:27,2763 N 33RD ST,GUN,2546388.99,395908.791
330443,102830001,10/9/2010 23:24,1449 N 28TH ST,,2548253.435,388935.427
330585,102810145,10/8/2010 22:07,4726 N 50TH ST,HANDG,2540636.895,407347.049
330691,102810010,10/7/2010 22:59,2753 N 20TH ST,GUN,2551117.456,395986.196
330697,102800158,10/7/2010 21:51,3204 W CHERRY ST,,2546836.882,389425.586
331271,102760052,10/3/2010 7:10,3055 N 20TH ST,,2551090.914,397970.082
331398,102750055,10/2/2010 8:24,2160 N 41ST ST,,2543941.04,392046.216
331419,102750018,10/2/2010 0:55,1647 S 20TH ST,UNKNO,2551428.58,376092.094
333558,102590167,9/16/2010 20:00,2372 N 58TH ST,SHTGN,2538406.868,393085.039
333654,102580192,9/15/2010 22:08,6120 W SILVER SPRING DR,HANDG,2537344.189,414442.285
333941,102560192,9/13/2010 20:12,5451 N 41ST ST,,2543720.968,413238.673
335111,102480024,9/5/2010 4:05,4466 N 28TH ST,,2548026.893,406929.547
335258,102460174,9/3/2010 20:23,901 W BURLEIGH ST,HANDG,2555044.067,398664.129
335299,102460129,9/3/2010 15:07,4464 N SHERMAN BL,HANDG,2542978.419,406807.886
335345,102460066,9/3/2010 9:00,1335 W GROELING AV,,2553737.007,397603.524
335510,102450006,9/1/2010 23:34,1414 W ARTHUR AV #LOWER,GUN/HANDG/FIRE,2553761.046,371047.099
335534,102440113,9/1/2010 16:35,2745 N 47TH ST,HANDG,2541784.575,395806.991
335607,102430199,9/1/2010 0:33,3727 N 11TH ST,HANDG/GUN,2554362.894,402155.255
336118,102410030,8/29/2010 2:38,1334 W NATIONAL AV,HANDG,2554390.706,379810.156
336329,102390159,8/27/2010 15:57,4030 W HAMPTON AV,,2544044.514,409236.006
336861,102360023,8/24/2010 7:30,2505 N 36TH ST,,2545488.684,394555.525
337263,102330023,8/21/2010 2:06,8775 N 107TH ST,VEHIC,2521674.305,435032.536
337434,102320012,8/20/2010 0:07,2936 N 14TH ST,KITUT,2553289.777,397611.397
338567,102240026,8/12/2010 4:10,6217 W THURSTON AV,BLUNT/HANDS,2537074.837,415109.918
338702,102230019,8/11/2010 1:53,3013 W NORTH AV,,2547548.154,393275.71
338844,102210251,8/9/2010 23:30,3707-B W STATE ST,GUN,2545428.629,386954.714
339523,102170013,8/5/2010 1:56,2825 N 19TH ST,,2551279.337,396648.22
340096,102130051,8/1/2010 8:07,2861 N 47TH ST,GUN,2541774.493,396468.633
340275,102110176,7/30/2010 18:55,2230 N MARTIN L KING JR DR,HANDG,2557422.533,392970.553
340677,102090003,7/27/2010 23:16,3355 N 54TH ST,,2539444.879,399891.821
340946,102070151,7/26/2010 13:20,1201 W LINCOLN AV,,2554427.223,372389.475
341124,102060017,7/25/2010 12:50,2549 N 27TH ST,,2548486.198,394625.181
341187,102060025,7/25/2010 1:02,5301 N 27TH ST,,2548318.865,412645.021
341353,102040199,7/23/2010 21:20,5713 W SILVER SPRING DR,GUN/HANDG,2538214.79,414459.071
341592,102030007,7/21/2010 22:53,2407 N 37TH ST,,2545179.595,393887.299
341618,102020288,7/21/2010 20:27,2504 W BURLEIGH ST,GUN,2549099.393,398631.847
342387,101970172,7/16/2010 21:13,1704 S 17TH ST,,2552494.035,375801.228
342778,101950032,7/14/2010 3:34,5764 N 37TH ST,HANDS,2544984.777,415387.58
343127,101920207,7/11/2010 21:31,3510 N 24TH PL,GUN,2549326.705,401296.805
343269,101920021,7/11/2010 0:19,3448 N 2ND ST,,2557675.516,401052.159
346910,101670005,6/15/2010 23:43,749 N 37TH ST,UNKNO,2545623.036,385264.305
347353,101630148,6/12/2010 19:00,5009 W HAMPTON AV,HANDG,2540626.757,409164.369
348428,101560014,6/4/2010 23:43,2237 S 15TH ST,HANDG,2553384.701,373033.598
348752,101530114,6/2/2010 12:47,1950 S KINNICKINNIC AV,BLUNT,2559299.474,374837.669
349201,101500040,5/30/2010 5:19,1565 S 21ST ST #ALLEY,HANDS,2551044.952,377103.016
349853,101450085,5/25/2010 12:28,2201 W FOND DU LAC AV,,2550475.723,393675.086
350226,101420175,5/22/2010 22:34,2517 N RICHARDS ST,SHTGN,2559077.987,394752.217
351296,101350032,5/15/2010 1:54,310 W WISCONSIN AV,,2557509.067,385556.234
351440,101330173,5/13/2010 22:21,4700 N 42ND ST,GUN,2543434.828,408474.616
351514,101330096,5/13/2010 11:49,7920 W BENDER AV #2,KNIFE,2531916.566,419050.384
351919,101300099,5/10/2010 12:17,9301 N 76TH ST APT 271,,2532245.501,438727.461
352096,101290006,5/9/2010 0:19,826 S SHEA AV,HANDG,2547136.009,379817.1
352273,101270014,5/7/2010 13:00,2135 N 23RD ST,,2550179.002,392299.904
352634,101240150,5/4/2010 20:41,2239 W NATIONAL AV,GUN,2550622.43,379492.603
353157,101200181,4/30/2010 19:22,1012 N 18TH ST,GUN,2551902.483,387046.654
354897,101080030,4/18/2010 1:15,311 E WISCONSIN AV,VEHIC,2559305.247,385563.288
356280,100970174,4/7/2010 21:19,3383 N 36TH ST,HANDG,2545413.466,399977.515
356743,100940038,4/4/2010 9:25,3547 N 14TH ST,,2553378.026,401289.931
356768,100940013,4/4/2010 0:52,6730 W KEEFE AVENUE PK,GUN/HANDG,2535443.442,400989.131
357668,100870021,3/28/2010 1:52,900 E CENTER ST,HANDS,2561031.396,396111.794
360169,101470141,3/7/2010 12:58,8919 N MICHELE ST,,2525168.473,436084.62
360860,100590149,2/28/2010 20:15,223 N 30TH ST,GUN,2547661.96,383180.461
361100,100570100,2/26/2010 0:18,10166 W KIEHNAU AV,,2523719.58,420007.315
361101,100570024,2/26/2010 0:04,836 S 12TH ST,,2554390.706,379810.156
362207,100470007,2/16/2010 0:02,6119 N 35TH ST,GUN/HANDG,2545612.877,418119.269
362288,100460115,2/15/2010 9:57,3017 W HIGHLAND BL,,2547826.138,387423.124
362868,100390155,2/8/2010 22:34,2756 N 37TH ST,KNIFE,2545152.741,395877.686
363079,100380005,2/7/2010 0:52,2348 S 10TH ST,GUN,2555101.893,372403.072
363511,100330084,2/2/2010 14:23,3307 N 17TH ST,HANDG,2552396.661,400116.078
363815,100300061,1/30/2010 11:17,4636 W SCRANTON PL,,2542060.303,401134.529
364598,100230019,1/23/2010 11:45,1444 S 7TH ST,,2556334.277,377610.541
364988,100210021,1/20/2010 6:50,2430 N 2ND ST,HANDS,2557807.608,394076.147
367201,93650030,12/31/2009 6:55,5865 N 83RD ST,,2530047.79,415674.31
367596,93620078,12/28/2009 9:45,3109 N 38TH ST,,2544796.72,398530.216
367632,93610074,12/27/2009 22:50,2359 N HUBBARD ST,GUN,2558863.415,393426.602
367805,93600021,12/26/2009 2:45,2754 N RICHARDS ST,,2559051.374,396078.097
367938,93580053,12/24/2009 13:53,2463 N 23RD ST,,2550131.109,394035.137
371462,93310027,11/27/2009 3:02,6532 S 19TH ST,VEHIC,2551974.721,344862.075
372530,93240014,11/19/2009 21:36,2966 N 62ND ST #APT4,SHTGN,2537130.198,397551.665
372732,93220180,11/18/2009 17:01,3274 N 21ST ST,HANDG/GUN,2550694.889,399286.536
373597,93160149,11/12/2009 16:03,4947 N 19TH PL,SHTGN,2551350.058,410097.245
375158,93060143,11/2/2009 0:18,2456 N 18TH ST,,2551802.653,393987.725
375299,93040134,10/31/2009 21:37,4951 N 46TH ST,,2542019.636,409860.727
375344,93040089,10/31/2009 12:30,4407 W CLARKE ST,,2542765.515,395155.382
378481,92840026,10/11/2009 2:32,2243 S 23RD ST,,2550354.644,372832.048
379057,92800023,10/7/2009 1:50,2175 N 35TH ST,HANDG,2545843.967,392238.033
379202,92790013,10/6/2009 1:59,4940 N 64TH ST,SHTGN,2536383.759,409959.05
379289,92780101,10/5/2009 13:59,3006 S 27TH ST,,2548935.549,367971.072
380170,92720009,9/28/2009 21:54,4634 S 14TH ST,,2553959.672,357172.465
381757,92620012,9/18/2009 21:37,1211 W WRIGHT ST,,2553989.887,394672.229
387623,92240024,8/12/2009 2:04,2173 N 35TH ST,HANDG,2545843.967,392238.033
387785,92230027,8/11/2009 2:13,1375 W CLARKE ST,HANDG,2553395.854,395327.475
388172,92200138,8/8/2009 21:50,4518 N 64TH ST,GUN,2536312.901,407064.159
388210,92200103,8/8/2009 15:08,3284 N 24TH PL,KNIFE,2549417.291,399284.337
388416,92190070,8/7/2009 3:40,2546 S WENTWORTH AV,FIRE,2564357.915,371165.633
389800,92250094,7/29/2009 12:07,6720 W KEEFE AVENUE PK,HANDS/OTHER,2535443.442,400989.131
390211,92080016,7/26/2009 22:39,4371 N 15TH ST,HANDG/RIFLE,2553036.571,405984.129
391006,92030006,7/21/2009 23:58,9403 W SILVER SPRING DR,GUN,2526067.933,414226.931
391817,91980020,7/16/2009 23:39,1132 E AUER AV,GUN,2561663.541,399431.443
392495,91940003,7/12/2009 21:53,4770 N 35TH ST,GUN,2545653.393,408527.116
392619,91930026,7/12/2009 2:04,3633 N TEUTONIA AV,HANDG,2551490.629,401752.045
392757,91920039,7/11/2009 2:45,6320 W MAIN ST,GUN/HANDS,2537133.28,380416.972
393551,91870010,7/6/2009 0:47,2516 N DOUSMAN ST,GUN/HANDG,2562063.521,394802.232
393693,91860009,7/5/2009 0:23,3711 W HAMPTON AV #2,GUN,2544997.605,409258.336
394266,91820020,7/1/2009 1:42,2513 N TEUTONIA AV,HANDG,2553470.298,394666.842
394455,91810024,6/30/2009 3:31,4126 N TEUTONIA AV,GUN,2550332.285,404473.859
395881,91720022,6/21/2009 10:00,3713 N 24TH ST,HANDG,2549724.186,402093.717
396028,91710016,6/20/2009 3:03,2002 N 34TH ST,GUN/HANDG,2546169.605,391721.064
396350,91680145,6/17/2009 17:23,8305 W SILVER SPRING DR,SHTGN,2530215.624,414351.16
397506,91600164,6/9/2009 18:25,2871 N 16TH ST,,2552238.536,396660.385
397641,91600004,6/8/2009 22:16,5552 N 61ST ST,,2537347.47,413978.141
398093,91560170,6/5/2009 21:44,9200 W SHERIDAN AV,KNIFE,2526710.5,413896.413
398364,91540170,6/4/2009 2:46,3331 N 17TH ST,HANDG,2552396.661,400116.078
398429,91540172,6/3/2009 15:39,3906 N 76TH ST,GUN,2532300.982,402922.921
399125,91500007,5/29/2009 22:45,4736 N 74TH ST,,2532888.149,408377.648
399432,91470155,5/27/2009 18:48,2855 N 12TH ST,,2553958.32,396669.409
399550,91470005,5/26/2009 23:39,4926 N 40TH ST,HANDG,2544036.716,409899.633
399740,91450143,5/25/2009 19:05,3446 N 58TH ST,,2538091.354,400424.992
400053,91430118,5/23/2009 13:14,8814 W COURTLAND AV,,2528007.267,408191.232
